d1_in,d2_in,d3_in,weight_lb,manufacturability_penalty_lb,objective_lb_equiv,gear_deflection_in,max_abs_deflection_in,required_d1_in,required_d2_in,required_d3_in,M_alt_s1_lb_in,M_alt_s2_lb_in,M_alt_s3_lb_in,M_mean_s1_lb_in,M_mean_s2_lb_in,M_mean_s3_lb_in,constraint_violation,nearest_std_d1_in,nearest_std_d2_in,nearest_std_d3_in,gear_deflection_in_final,max_abs_deflection_in_final
1.533043787250639,1.8257354201881708,1.7459818958202489,17.343346689571156,0.138122353987551,17.481469043558707,0.004999119418014742,0.011127867726377605,1.5328078231053681,1.651692543058197,1.4942084936164375,1145.0243595295162,1134.4711982500207,853.7410818072185,2005.229509816162,1986.9182221117853,1395.2812701471476,0.0,1.5,1.875,1.75,0.004985136664791785,0.011159142847651075
