iteration,best_penalized_fitness,best_objective_lb_equiv,best_violation,mean_penalized_fitness,feasible_count,c_mean,best_d1_in,best_d2_in,best_d3_in
1,19.214830100482423,19.214830100482423,0.0,132585.89778046246,16,0.32266666666666666,1.7869861941596972,1.950786515133002,1.67687025981572
2,19.214830100482423,19.214830100482423,0.0,4466.93655378408,29,0.31955555555555554,1.7869861941596972,1.950786515133002,1.67687025981572
3,19.214830100482423,19.214830100482423,0.0,26.70597596330841,39,0.3164444444444444,1.7869861941596972,1.950786515133002,1.67687025981572
4,18.407327147122395,18.407327147122395,0.0,19.714592029421468,40,0.3133333333333333,1.7059335371145834,1.8456670167743439,1.7504834200356587
5,17.904424582927554,17.904424582927554,0.0,19.27439147330182,40,0.3102222222222222,1.5919032703690335,1.8635096249919698,1.7341832097036385
6,17.798454486278246,17.798454486278246,0.0,18.91386435541587,40,0.3071111111111111,1.5583372560647155,1.8707986639213863,1.7253209180430655
7,17.796576461191997,17.796576461191997,0.0,18.795819100632198,40,0.304,1.566262199017797,1.8577784250999636,1.7337866878958919
8,17.726051369870472,17.726051369870472,0.0,18.470492702275557,40,0.30088888888888893,1.5544038862607263,1.8542884345528519,1.7352702805922569
9,17.726051369870472,17.726051369870472,0.0,18.380941482000942,40,0.29777777777777775,1.5544038862607263,1.8542884345528519,1.7352702805922569
10,17.6550106720346,17.6550106720346,0.0,18.263905626537422,40,0.2946666666666666,1.5468583706334174,1.8630579488567043,1.7211161008440732
11,17.6550106720346,17.6550106720346,0.0,18.14503651879479,40,0.2915555555555555,1.5468583706334174,1.8630579488567043,1.7211161008440732
12,17.6550106720346,17.6550106720346,0.0,18.049761052905815,40,0.28844444444444434,1.5468583706334174,1.8630579488567043,1.7211161008440732
13,17.6550106720346,17.6550106720346,0.0,17.974903178790434,40,0.2853333333333333,1.5468583706334174,1.8630579488567043,1.7211161008440732
14,17.6550106720346,17.6550106720346,0.0,17.941938196327534,40,0.2822222222222222,1.5468583706334174,1.8630579488567043,1.7211161008440732
15,17.6550106720346,17.6550106720346,0.0,17.893023189129053,40,0.2791111111111111,1.5468583706334174,1.8630579488567043,1.7211161008440732
16,17.6550106720346,17.6550106720346,0.0,17.850715329570654,40,0.27599999999999997,1.5468583706334174,1.8630579488567043,1.7211161008440732
17,17.6550106720346,17.6550106720346,0.0,17.840290139957098,40,0.27288888888888885,1.5468583706334174,1.8630579488567043,1.7211161008440732
18,17.647763350419076,17.647763350419076,0.0,17.827585243691836,40,0.2697777777777777,1.5507906955722501,1.8343250568895086,1.7473706946687424
19,17.622333893945434,17.622333893945434,0.0,17.815965503915226,40,0.26666666666666666,1.533066571614953,1.8491563226815035,1.7438147756649582
20,17.622333893945434,17.622333893945434,0.0,17.812840345112143,40,0.26355555555555554,1.533066571614953,1.8491563226815035,1.7438147756649582
21,17.622333893945434,17.622333893945434,0.0,17.798070010753214,40,0.2604444444444444,1.533066571614953,1.8491563226815035,1.7438147756649582
22,17.622333893945434,17.622333893945434,0.0,17.796317799631215,40,0.25733333333333336,1.533066571614953,1.8491563226815035,1.7438147756649582
23,17.622333893945434,17.622333893945434,0.0,17.78219364762834,40,0.2542222222222222,1.533066571614953,1.8491563226815035,1.7438147756649582
24,17.622333893945434,17.622333893945434,0.0,17.77462615713893,40,0.2511111111111111,1.533066571614953,1.8491563226815035,1.7438147756649582
25,17.622333893945434,17.622333893945434,0.0,17.77462615713893,40,0.24799999999999997,1.533066571614953,1.8491563226815035,1.7438147756649582
26,17.622333893945434,17.622333893945434,0.0,17.772304213809388,40,0.24488888888888885,1.533066571614953,1.8491563226815035,1.7438147756649582
27,17.622333893945434,17.622333893945434,0.0,17.770185709596785,40,0.24177777777777776,1.533066571614953,1.8491563226815035,1.7438147756649582
28,17.537772682131717,17.537772682131717,0.0,17.759424760427294,40,0.23866666666666667,1.5367475302867721,1.8335406652591097,1.7434050194254138
29,17.537772682131717,17.537772682131717,0.0,17.756683898531783,40,0.23555555555555555,1.5367475302867721,1.8335406652591097,1.7434050194254138
30,17.537772682131717,17.537772682131717,0.0,17.75629105266171,40,0.23244444444444445,1.5367475302867721,1.8335406652591097,1.7434050194254138
31,17.537772682131717,17.537772682131717,0.0,17.752817032661653,40,0.22933333333333336,1.5367475302867721,1.8335406652591097,1.7434050194254138
32,17.537772682131717,17.537772682131717,0.0,17.741350378802156,40,0.2262222222222222,1.5367475302867721,1.8335406652591097,1.7434050194254138
33,17.537772682131717,17.537772682131717,0.0,17.735653738609322,40,0.22311111111111104,1.5367475302867721,1.8335406652591097,1.7434050194254138
34,17.537772682131717,17.537772682131717,0.0,17.73397481344341,40,0.22000000000000006,1.5367475302867721,1.8335406652591097,1.7434050194254138
35,17.537772682131717,17.537772682131717,0.0,17.73224484375506,40,0.2168888888888889,1.5367475302867721,1.8335406652591097,1.7434050194254138
36,17.537772682131717,17.537772682131717,0.0,17.73224484375506,40,0.21377777777777776,1.5367475302867721,1.8335406652591097,1.7434050194254138
37,17.537772682131717,17.537772682131717,0.0,17.73224484375506,40,0.21066666666666664,1.5367475302867721,1.8335406652591097,1.7434050194254138
38,17.537772682131717,17.537772682131717,0.0,17.730630931351392,40,0.20755555555555552,1.5367475302867721,1.8335406652591097,1.7434050194254138
39,17.537772682131717,17.537772682131717,0.0,17.725804556239375,40,0.2044444444444444,1.5367475302867721,1.8335406652591097,1.7434050194254138
40,17.537772682131717,17.537772682131717,0.0,17.721983407592994,40,0.20133333333333334,1.5367475302867721,1.8335406652591097,1.7434050194254138
41,17.537772682131717,17.537772682131717,0.0,17.715325914641785,40,0.19822222222222222,1.5367475302867721,1.8335406652591097,1.7434050194254138
42,17.537772682131717,17.537772682131717,0.0,17.714240539041064,40,0.1951111111111111,1.5367475302867721,1.8335406652591097,1.7434050194254138
43,17.537772682131717,17.537772682131717,0.0,17.709176672514666,40,0.19199999999999995,1.5367475302867721,1.8335406652591097,1.7434050194254138
44,17.537772682131717,17.537772682131717,0.0,17.707755238549904,40,0.18888888888888888,1.5367475302867721,1.8335406652591097,1.7434050194254138
45,17.537772682131717,17.537772682131717,0.0,17.701081813185148,40,0.1857777777777778,1.5367475302867721,1.8335406652591097,1.7434050194254138
46,17.537772682131717,17.537772682131717,0.0,17.701081813185148,40,0.18266666666666662,1.5367475302867721,1.8335406652591097,1.7434050194254138
47,17.537772682131717,17.537772682131717,0.0,17.687932377514862,40,0.17955555555555555,1.5367475302867721,1.8335406652591097,1.7434050194254138
48,17.537772682131717,17.537772682131717,0.0,17.687932377514862,40,0.17644444444444443,1.5367475302867721,1.8335406652591097,1.7434050194254138
49,17.537772682131717,17.537772682131717,0.0,17.687932377514862,40,0.1733333333333333,1.5367475302867721,1.8335406652591097,1.7434050194254138
50,17.537772682131717,17.537772682131717,0.0,17.684480497453983,40,0.1702222222222222,1.5367475302867721,1.8335406652591097,1.7434050194254138
51,17.537772682131717,17.537772682131717,0.0,17.683392369140066,40,0.1671111111111111,1.5367475302867721,1.8335406652591097,1.7434050194254138
52,17.537772682131717,17.537772682131717,0.0,17.681660019014963,40,0.164,1.5367475302867721,1.8335406652591097,1.7434050194254138
53,17.537772682131717,17.537772682131717,0.0,17.6805666289565,40,0.16088888888888886,1.5367475302867721,1.8335406652591097,1.7434050194254138
54,17.537772682131717,17.537772682131717,0.0,17.67846981659049,40,0.1577777777777778,1.5367475302867721,1.8335406652591097,1.7434050194254138
55,17.537772682131717,17.537772682131717,0.0,17.672598347976514,40,0.15466666666666665,1.5367475302867721,1.8335406652591097,1.7434050194254138
56,17.537772682131717,17.537772682131717,0.0,17.67003528801267,40,0.15155555555555553,1.5367475302867721,1.8335406652591097,1.7434050194254138
57,17.537772682131717,17.537772682131717,0.0,17.664247404035013,40,0.1484444444444444,1.5367475302867721,1.8335406652591097,1.7434050194254138
58,17.537772682131717,17.537772682131717,0.0,17.662682491733698,40,0.14533333333333331,1.5367475302867721,1.8335406652591097,1.7434050194254138
59,17.537772682131717,17.537772682131717,0.0,17.660433215539594,40,0.14222222222222222,1.5367475302867721,1.8335406652591097,1.7434050194254138
60,17.537772682131717,17.537772682131717,0.0,17.658907296081612,40,0.1391111111111111,1.5367475302867721,1.8335406652591097,1.7434050194254138
61,17.537772682131717,17.537772682131717,0.0,17.65741241254168,40,0.136,1.5367475302867721,1.8335406652591097,1.7434050194254138
62,17.537772682131717,17.537772682131717,0.0,17.650116592967073,40,0.13288888888888892,1.5367475302867721,1.8335406652591097,1.7434050194254138
63,17.523442514924238,17.523442514924238,0.0,17.642879855045514,40,0.12977777777777774,1.5356021154118502,1.8293491640533297,1.746593819114862
