iteration,best_penalized_fitness,best_objective_lb_equiv,best_violation,mean_penalized_fitness,feasible_count,c_mean,best_d1_in,best_d2_in,best_d3_in
14,17.66255642735476,17.66255642735476,0.0,17.93077711027542,40,0.2822222222222222,1.5455186298337813,1.8594073858585858,1.7276378678784452
15,17.66255642735476,17.66255642735476,0.0,17.92940442531074,40,0.2791111111111111,1.5455186298337813,1.8594073858585858,1.7276378678784452
16,17.66255642735476,17.66255642735476,0.0,17.89980289134082,40,0.27599999999999997,1.5455186298337813,1.8594073858585858,1.7276378678784452
17,17.66255642735476,17.66255642735476,0.0,17.891437286305354,40,0.27288888888888885,1.5455186298337813,1.8594073858585858,1.7276378678784452
18,17.66255642735476,17.66255642735476,0.0,17.867923106740037,40,0.2697777777777777,1.5455186298337813,1.8594073858585858,1.7276378678784452
19,17.66255642735476,17.66255642735476,0.0,17.85607680507352,40,0.26666666666666666,1.5455186298337813,1.8594073858585858,1.7276378678784452
20,17.66255642735476,17.66255642735476,0.0,17.841271202659847,40,0.26355555555555554,1.5455186298337813,1.8594073858585858,1.7276378678784452
21,17.66255642735476,17.66255642735476,0.0,17.83955464935632,40,0.2604444444444444,1.5455186298337813,1.8594073858585858,1.7276378678784452
22,17.66255642735476,17.66255642735476,0.0,17.832350649353568,40,0.25733333333333336,1.5455186298337813,1.8594073858585858,1.7276378678784452
23,17.548252946001618,17.548252946001618,0.0,17.8075611385068,40,0.2542222222222222,1.536705859289029,1.8454522831750886,1.7323619573673448
24,17.548252946001618,17.548252946001618,0.0,17.790397492234842,40,0.2511111111111111,1.536705859289029,1.8454522831750886,1.7323619573673448
25,17.548252946001618,17.548252946001618,0.0,17.7873646821293,40,0.24799999999999997,1.536705859289029,1.8454522831750886,1.7323619573673448
26,17.548252946001618,17.548252946001618,0.0,17.778370534066074,40,0.24488888888888885,1.536705859289029,1.8454522831750886,1.7323619573673448
27,17.548252946001618,17.548252946001618,0.0,17.774607243225233,40,0.24177777777777776,1.536705859289029,1.8454522831750886,1.7323619573673448
28,17.5372661527008,17.5372661527008,0.0,17.75481435028865,40,0.23866666666666667,1.534050145438448,1.8355385010860694,1.7436893799236948
29,17.5372661527008,17.5372661527008,0.0,17.74563757705061,40,0.23555555555555555,1.534050145438448,1.8355385010860694,1.7436893799236948
30,17.5372661527008,17.5372661527008,0.0,17.743747662144,40,0.23244444444444445,1.534050145438448,1.8355385010860694,1.7436893799236948
31,17.5372661527008,17.5372661527008,0.0,17.737607106159544,40,0.22933333333333336,1.534050145438448,1.8355385010860694,1.7436893799236948
32,17.5372661527008,17.5372661527008,0.0,17.735942432159923,40,0.2262222222222222,1.534050145438448,1.8355385010860694,1.7436893799236948
33,17.5372661527008,17.5372661527008,0.0,17.734621009861634,40,0.22311111111111104,1.534050145438448,1.8355385010860694,1.7436893799236948
34,17.5372661527008,17.5372661527008,0.0,17.727702863144675,40,0.22000000000000006,1.534050145438448,1.8355385010860694,1.7436893799236948
35,17.5372661527008,17.5372661527008,0.0,17.712814558975207,40,0.2168888888888889,1.534050145438448,1.8355385010860694,1.7436893799236948
36,17.5372661527008,17.5372661527008,0.0,17.711501864987007,40,0.21377777777777776,1.534050145438448,1.8355385010860694,1.7436893799236948
37,17.5372661527008,17.5372661527008,0.0,17.70732374041274,40,0.21066666666666664,1.534050145438448,1.8355385010860694,1.7436893799236948
38,17.5372661527008,17.5372661527008,0.0,17.7046456340283,40,0.20755555555555552,1.534050145438448,1.8355385010860694,1.7436893799236948
39,17.5372661527008,17.5372661527008,0.0,17.7046456340283,40,0.2044444444444444,1.534050145438448,1.8355385010860694,1.7436893799236948
40,17.531022939897696,17.531022939897696,0.0,17.697194630928628,40,0.20133333333333334,1.5329864851508601,1.8401714632392125,1.7387023181599972
41,17.531022939897696,17.531022939897696,0.0,17.696689821053564,40,0.19822222222222222,1.5329864851508601,1.8401714632392125,1.7387023181599972
42,17.531022939897696,17.531022939897696,0.0,17.696689821053564,40,0.1951111111111111,1.5329864851508601,1.8401714632392125,1.7387023181599972
43,17.531022939897696,17.531022939897696,0.0,17.696689821053564,40,0.19199999999999995,1.5329864851508601,1.8401714632392125,1.7387023181599972
44,17.531022939897696,17.531022939897696,0.0,17.694803557786415,40,0.18888888888888888,1.5329864851508601,1.8401714632392125,1.7387023181599972
45,17.531022939897696,17.531022939897696,0.0,17.692630218748207,40,0.1857777777777778,1.5329864851508601,1.8401714632392125,1.7387023181599972
46,17.531022939897696,17.531022939897696,0.0,17.689612799836034,40,0.18266666666666662,1.5329864851508601,1.8401714632392125,1.7387023181599972
47,17.531022939897696,17.531022939897696,0.0,17.689612799836034,40,0.17955555555555555,1.5329864851508601,1.8401714632392125,1.7387023181599972
48,17.531022939897696,17.531022939897696,0.0,17.689612799836034,40,0.17644444444444443,1.5329864851508601,1.8401714632392125,1.7387023181599972
49,17.531022939897696,17.531022939897696,0.0,17.688517762439414,40,0.1733333333333333,1.5329864851508601,1.8401714632392125,1.7387023181599972
50,17.531022939897696,17.531022939897696,0.0,17.684062319652188,40,0.1702222222222222,1.5329864851508601,1.8401714632392125,1.7387023181599972
51,17.531022939897696,17.531022939897696,0.0,17.6807282803501,40,0.1671111111111111,1.5329864851508601,1.8401714632392125,1.7387023181599972
52,17.531022939897696,17.531022939897696,0.0,17.6807282803501,40,0.164,1.5329864851508601,1.8401714632392125,1.7387023181599972
53,17.531022939897696,17.531022939897696,0.0,17.679823810220984,40,0.16088888888888886,1.5329864851508601,1.8401714632392125,1.7387023181599972
54,17.52436560382497,17.52436560382497,0.0,17.664222074696095,40,0.1577777777777778,1.53445384456984,1.836405014665606,1.7402941822903
55,17.52436560382497,17.52436560382497,0.0,17.664028037542643,40,0.15466666666666665,1.53445384456984,1.836405014665606,1.7402941822903
56,17.52436560382497,17.52436560382497,0.0,17.661303583041434,40,0.15155555555555553,1.53445384456984,1.836405014665606,1.7402941822903
57,17.51875641899651,17.51875641899651,0.0,17.646878450850966,40,0.1484444444444444,1.5342521570591618,1.832393537736,1.743848935214495
58,17.51875641899651,17.51875641899651,0.0,17.64068600454835,40,0.14533333333333331,1.5342521570591618,1.832393537736,1.743848935214495
59,17.51875641899651,17.51875641899651,0.0,17.637852122718122,40,0.14222222222222222,1.5342521570591618,1.832393537736,1.743848935214495
60,17.51875641899651,17.51875641899651,0.0,17.63475478415697,40,0.1391111111111111,1.5342521570591618,1.832393537736,1.743848935214495
61,17.51875641899651,17.51875641899651,0.0,17.6322293737965,40,0.136,1.5342521570591618,1.832393537736,1.743848935214495
62,17.51875641899651,17.51875641899651,0.0,17.629327860179885,40,0.13288888888888892,1.5342521570591618,1.832393537736,1.743848935214495
63,17.51875641899651,17.51875641899651,0.0,17.625523452579234,40,0.12977777777777774,1.5342521570591618,1.832393537736,1.743848935214495
64,17.51875641899651,17.51875641899651,0.0,17.625523452579234,40,0.12666666666666668,1.5342521570591618,1.832393537736,1.743848935214495
65,17.51875641899651,17.51875641899651,0.0,17.62416830288378,40,0.12355555555555553,1.5342521570591618,1.832393537736,1.743848935214495
66,17.51875641899651,17.51875641899651,0.0,17.62172502556637,40,0.12044444444444445,1.5342521570591618,1.832393537736,1.743848935214495
67,17.51875641899651,17.51875641899651,0.0,17.619335914992718,40,0.11733333333333335,1.5342521570591618,1.832393537736,1.743848935214495
68,17.51875641899651,17.51875641899651,0.0,17.619335914992718,40,0.11422222222222221,1.5342521570591618,1.832393537736,1.743848935214495
69,17.51875641899651,17.51875641899651,0.0,17.619335914992718,40,0.1111111111111111,1.5342521570591618,1.832393537736,1.743848935214495
70,17.51875641899651,17.51875641899651,0.0,17.61691730000962,40,0.10799999999999997,1.5342521570591618,1.832393537736,1.743848935214495
71,17.51875641899651,17.51875641899651,0.0,17.615877834775713,40,0.10488888888888888,1.5342521570591618,1.832393537736,1.743848935214495
72,17.51875641899651,17.51875641899651,0.0,17.613713808021267,40,0.10177777777777779,1.5342521570591618,1.832393537736,1.743848935214495
73,17.51875641899651,17.51875641899651,0.0,17.61123068195156,40,0.09866666666666664,1.5342521570591618,1.832393537736,1.743848935214495
74,17.51875641899651,17.51875641899651,0.0,17.61101134798479,40,0.09555555555555555,1.5342521570591618,1.832393537736,1.743848935214495
75,17.51875641899651,17.51875641899651,0.0,17.60907221836059,40,0.09244444444444444,1.5342521570591618,1.832393537736,1.743848935214495
76,17.49364806535931,17.49364806535931,0.0,17.6045870145675,40,0.08933333333333333,1.5332279373727966,1.8275774915151364,1.7458358523275719
77,17.49364806535931,17.49364806535931,0.0,17.60289526833799,40,0.08622222222222224,1.5332279373727966,1.8275774915151364,1.7458358523275719
78,17.49364806535931,17.49364806535931,0.0,17.59143652566663,40,0.0831111111111111,1.5332279373727966,1.8275774915151364,1.7458358523275719
79,17.49364806535931,17.49364806535931,0.0,17.585873220192514,40,0.08,1.5332279373727966,1.8275774915151364,1.7458358523275719
80,17.49364806535931,17.49364806535931,0.0,17.58308452113996,40,0.07688888888888888,1.5332279373727966,1.8275774915151364,1.7458358523275719
81,17.49364806535931,17.49364806535931,0.0,17.581690712097718,40,0.07377777777777776,1.5332279373727966,1.8275774915151364,1.7458358523275719
82,17.49364806535931,17.49364806535931,0.0,17.581663278120985,40,0.07066666666666664,1.5332279373727966,1.8275774915151364,1.7458358523275719
83,17.49364806535931,17.49364806535931,0.0,17.581663278120985,40,0.06755555555555555,1.5332279373727966,1.8275774915151364,1.7458358523275719
84,17.49364806535931,17.49364806535931,0.0,17.581198019587013,40,0.06444444444444446,1.5332279373727966,1.8275774915151364,1.7458358523275719
85,17.49364806535931,17.49364806535931,0.0,17.571275717494977,40,0.06133333333333332,1.5332279373727966,1.8275774915151364,1.7458358523275719
86,17.49364806535931,17.49364806535931,0.0,17.570264923015582,40,0.05822222222222223,1.5332279373727966,1.8275774915151364,1.7458358523275719
87,17.49364806535931,17.49364806535931,0.0,17.56651764736953,40,0.05511111111111109,1.5332279373727966,1.8275774915151364,1.7458358523275719
88,17.49364806535931,17.49364806535931,0.0,17.56237922599972,40,0.052,1.5332279373727966,1.8275774915151364,1.7458358523275719
89,17.49364806535931,17.49364806535931,0.0,17.561143054945457,40,0.048888888888888905,1.5332279373727966,1.8275774915151364,1.7458358523275719
90,17.49364806535931,17.49364806535931,0.0,17.55739762904768,40,0.04577777777777777,1.5332279373727966,1.8275774915151364,1.7458358523275719
91,17.49364806535931,17.49364806535931,0.0,17.555567705955163,40,0.042666666666666665,1.5332279373727966,1.8275774915151364,1.7458358523275719
92,17.49364806535931,17.49364806535931,0.0,17.553963133136033,40,0.03955555555555554,1.5332279373727966,1.8275774915151364,1.7458358523275719
93,17.49364806535931,17.49364806535931,0.0,17.548973157375553,40,0.036444444444444446,1.5332279373727966,1.8275774915151364,1.7458358523275719
94,17.49364806535931,17.49364806535931,0.0,17.54788330924554,40,0.03333333333333332,1.5332279373727966,1.8275774915151364,1.7458358523275719
95,17.49364806535931,17.49364806535931,0.0,17.547490398096034,40,0.03022222222222222,1.5332279373727966,1.8275774915151364,1.7458358523275719
96,17.491790154405045,17.491790154405045,0.0,17.542625923726256,40,0.027111111111111124,1.5331509791110653,1.8267803192049836,1.7464496431230612
97,17.491790154405045,17.491790154405045,0.0,17.53976646024753,40,0.02399999999999999,1.5331509791110653,1.8267803192049836,1.7464496431230612
98,17.491790154405045,17.491790154405045,0.0,17.53636327510638,40,0.02088888888888889,1.5331509791110653,1.8267803192049836,1.7464496431230612
99,17.489928922832576,17.489928922832576,0.0,17.532695420676955,40,0.017777777777777764,1.5332992111235069,1.8280853824032555,1.7446290276321854
100,17.47917803435866,17.47917803435866,0.0,17.526033840246843,40,0.014666666666666666,1.5328660294712988,1.8252230136224776,1.7463164677317875
